Record,custid,SUBSCRIBE,Disc,Title,LastOrder,Pcode,DA_Income,DA_Under20,DA_Over60,DA_Single,NumDeliv,NumMeals,MealsPerDeliv,Healthy,Veggie,Meaty,Special,TotPurch,Weeks3Meals,Sample
1191,2021998,NA,NA,NA,1/29/2018,G5H 3S,92.6,158,187,35,33,33,1,0,8,0,25,334.6119461,NA,Holdout
1192,2506344,N,NA,NA,1/25/2018,G5B 1H,61.6,250,113,46,18,36,2,8,1,2,25,402.4695144,NA,Validation
1193,2944265,N,Senior,Mrs,12/2/2017,E7L 3L,49.6,205,155,80,22,44,2,28,16,0,0,580.4686208,NA,Estimation
1194,1333606,Y,NA,Ms,2/15/2018,B2T 2W,94.4,272,128,44,26,52,2,25,0,18,9,587.6127964,0,Validation
1195,1772230,NA,NA,Ms,12/28/2017,J2W 0H,34,70,144,42,13,13,1,8,0,1,4,155.0058722,NA,Holdout
1196,1621055,N,Senior,Mrs,2/18/2018,G5T 2B,63.8,223,161,63,40,120,3,30,8,14,68,1383.441414,NA,Estimation
1197,2114341,NA,Senior,Mr,1/23/2018,E7B 3X,70.3,271,192,69,16,16,1,5,0,1,10,218.0528878,NA,Holdout
1198,1250066,N,NA,Dr,1/26/2018,V0L 3S,61.2,238,171,30,39,78,2,7,1,21,49,1014.196066,NA,Estimation
1199,2488073,N,NA,Ms,1/18/2018,B1B 1J,37.2,300,133,22,14,28,2,8,5,10,5,349.025278,NA,Estimation
1200,2058233,N,NA,Mr,11/2/2017,H0H 2B,57.2,194,124,62,8,16,2,11,0,2,3,171.5729381,NA,Estimation
1201,1516562,N,Student,NA,11/20/2017,B0V 2H9,38.9,192,170,41,14,14,1,3,5,1,5,150.7592468,NA,Validation
1202,3082873,N,NA,Mr,12/4/2017,J6R 3P0,108.5,259,243,49,20,20,1,1,0,3,16,279.6642239,NA,Validation
1203,2735858,NA,NA,Mr,1/24/2018,L9N 0L2,32.9,187,219,36,23,46,2,37,7,2,0,609.7842305,NA,Holdout
1204,1163972,N,NA,Mr,2/21/2018,B1K 1E1,27.9,299,156,56,17,34,2,1,12,3,18,385.4469,NA,Validation
1205,2665344,NA,NA,NA,12/15/2017,L3V 1R5,84,345,120,39,14,28,2,12,2,0,14,348.4502339,5,Holdout
1206,1648670,N,NA,Mrs,11/11/2017,G0S 1C4,88.1,160,192,48,6,18,3,4,0,4,10,180.7731711,NA,Validation
1207,3045181,NA,Senior,Mrs,1/7/2018,T1L 2L5,66.1,123,117,37,14,14,1,3,0,3,8,163.5517219,1,Holdout
1208,1894800,NA,Senior,NA,2/27/2018,T1P 0G1,65.9,292,175,51,22,44,2,17,17,0,10,489.6621966,NA,Holdout
1209,2299951,N,NA,Ms,2/16/2018,V1R 2A4,84.5,250,163,37,29,87,3,72,5,0,10,1101.419925,NA,Estimation
1210,2604962,N,NA,Mrs,12/29/2017,B1K 2R,98,250,116,41,15,30,2,9,21,0,0,319.3449471,NA,Validation
1211,1201779,N,NA,NA,1/14/2018,J0M 0C,38.2,132,107,51,13,26,2,11,0,1,14,359.2250831,NA,Estimation
1212,3146340,NA,NA,NA,12/17/2017,J0E 1H,96.1,211,130,48,19,38,2,20,0,0,18,419.7976564,NA,Holdout
1213,2799155,N,NA,Mr,2/14/2018,H7X 3L,73.9,274,140,15,21,63,3,14,8,41,0,697.2248925,NA,Estimation
1214,2139428,N,NA,NA,2/15/2018,M8V 2J,63.2,174,228,35,35,35,1,27,7,1,0,410.0894398,NA,Estimation
1215,1335112,Y,Student,NA,11/12/2017,E5M 3X,95.3,223,153,65,10,20,2,0,6,4,10,226.801748,1,Estimation
1216,1680305,N,NA,NA,12/19/2017,E4T 0H,88.8,37,138,3,16,32,2,18,1,0,13,425.1825462,NA,Estimation
1217,2472344,N,NA,Mrs,2/10/2018,H3J 1L,95.6,283,114,57,19,19,1,9,0,2,8,211.8110548,NA,Estimation
1218,3010569,N,NA,Mrs,1/20/2018,G6G 0C,64.2,102,205,12,18,36,2,2,4,21,9,394.2130699,NA,Validation
1219,3127926,NA,NA,NA,12/2/2017,E2A 1T,85.5,88,156,36,14,42,3,20,0,6,16,514.4251001,4,Holdout
1220,2761260,N,NA,NA,1/23/2018,E5T 3G,75.9,291,122,29,31,93,3,19,4,0,70,981.5082171,NA,Estimation
1221,3172084,NA,Senior,NA,12/15/2017,K9V 2C1,59.7,251,162,7,23,23,1,7,5,9,2,282.3624675,NA,Holdout
1222,2407978,N,NA,NA,11/21/2017,B1G 3Z9,105.1,160,112,31,16,16,1,0,4,3,9,214.0447199,NA,Estimation
1223,3242724,N,Senior,Dr,11/9/2017,T4L 0G4,73.2,170,130,52,12,24,2,6,0,6,12,287.9045431,NA,Estimation
1224,2770349,N,NA,Mr,1/1/2018,E4H 0Z5,68.9,262,132,43,29,87,3,13,28,46,0,877.9093848,NA,Estimation
1225,3243905,NA,NA,Mrs,2/21/2018,G6G 1L2,80.6,276,116,29,32,32,1,9,1,1,21,323.7673803,NA,Holdout
1226,1216604,Y,NA,NA,12/3/2017,E1J 2Y1,77.8,196,124,30,14,28,2,19,3,1,5,301.1996506,4,Estimation
1227,2129085,NA,NA,NA,2/19/2018,R9A 2T9,55.9,153,201,23,39,78,2,35,6,21,16,900.6355692,NA,Holdout
1228,2572689,N,NA,NA,1/24/2018,K2S 1Z3,68.9,172,151,48,29,29,1,0,1,6,22,391.8103861,NA,Estimation
1229,1753604,Y,Senior,NA,2/8/2018,T4V 0R3,122.1,230,83,11,42,84,2,12,9,61,2,1018.423117,2,Validation
1230,2197296,N,NA,NA,12/26/2017,R5G 2J,68.5,186,119,49,26,78,3,11,7,13,47,908.5257945,NA,Estimation
1231,2689947,N,Senior,NA,12/26/2017,J0X 2W,64.1,130,164,18,25,75,3,2,8,1,64,843.275956,NA,Estimation
1232,1947553,Y,Senior,Ms,1/20/2018,E8A 3R,84.7,135,169,44,15,45,3,10,0,7,28,502.729137,1,Estimation
1233,3198518,N,NA,Mrs,1/17/2018,K7G 0Y,78,198,94,52,20,40,2,19,2,19,0,532.6369925,NA,Validation
1234,1181061,NA,NA,Mr,1/21/2018,G6L 3T,59.2,199,150,38,26,52,2,0,8,0,44,645.1464842,NA,Holdout
1235,3130269,N,NA,NA,11/16/2017,B2E 1P,48.3,164,121,44,14,14,1,6,2,0,6,156.5933811,NA,Validation
1236,3004809,N,Student,Ms,12/11/2017,R1A 1W,87,187,133,6,24,48,2,0,15,1,32,656.1906802,NA,Validation
1237,3246676,NA,NA,Mrs,2/19/2018,G5V 1H,72.4,213,114,21,23,46,2,2,43,1,0,471.3808597,5,Holdout
1238,2771414,N,NA,NA,2/27/2018,J8N 2W,79.6,235,180,8,10,10,1,6,1,0,3,106.3972938,NA,Validation
1239,2157176,N,Senior,Mr,12/30/2017,M4W 2R,64.2,317,119,53,27,81,3,17,5,12,47,826.2418448,NA,Estimation
1240,2308910,NA,NA,NA,12/29/2017,J5R 0V,37,378,131,31,13,13,1,2,1,5,5,164.4377131,NA,Holdout
1241,2293910,NA,NA,Mr,1/30/2018,N3Y 0L3,71.4,236,155,19,26,26,1,1,6,0,19,312.4775443,NA,Holdout
1242,1992097,NA,NA,NA,2/2/2018,L7B 0K9,117.8,137,281,51,12,36,3,0,29,7,0,393.855497,NA,Holdout
1243,1664412,NA,NA,Mr,11/16/2017,E3E 3C8,40.8,250,144,45,15,30,2,12,8,1,9,324.1440668,NA,Holdout
1244,1213571,NA,NA,NA,2/22/2018,M1B 2Y6,50.3,118,95,32,26,52,2,7,14,23,8,553.003588,NA,Holdout
1245,2164664,N,NA,NA,12/11/2017,L7J 1W0,43.3,304,180,38,17,51,3,29,0,22,0,524.2430499,NA,Validation
1246,1559167,Y,NA,NA,2/10/2018,B2G 2Z3,62.7,140,193,62,45,90,2,65,7,0,18,931.9845189,5,Estimation
1247,2922735,N,Senior,Mr,1/13/2018,T4X 2L5,97.6,221,197,24,22,66,3,19,8,1,38,822.4561243,NA,Estimation
1248,1524426,N,NA,NA,2/12/2018,L9S 0V2,66.9,335,118,52,20,40,2,14,0,3,23,520.0656119,NA,Validation
1249,2022738,N,Senior,NA,11/6/2017,E8P 0P8,64.9,249,123,57,8,8,1,1,0,2,5,109.5707463,NA,Estimation
1250,2007688,N,Senior,Mr,2/11/2018,E7P 3V,NA,201,NA,NA,16,48,3,0,14,8,26,543.3003178,NA,Estimation
1251,1849932,N,NA,Dr,2/19/2018,E4X 3R,71.3,244,97,34,22,44,2,0,2,11,31,591.0013135,NA,Estimation
1252,2592503,N,NA,Mr,1/7/2018,E8P 2J,90.7,315,168,38,11,22,2,13,0,9,0,272.0261864,NA,Validation
1253,2265001,N,Senior,Mr,1/23/2018,T7Z 0L,115.2,139,158,51,20,20,1,0,4,3,13,237.5179756,NA,Estimation
1254,1529935,N,NA,NA,12/17/2017,J5A 1G,96.3,243,121,49,16,48,3,31,15,0,2,599.8677227,NA,Estimation
1255,2844512,NA,NA,NA,2/2/2018,E5P 2J,52.6,293,220,38,32,64,2,12,3,7,42,835.3914403,NA,Holdout
1256,1553704,N,NA,Ms,1/15/2018,J8N 0S,59.9,162,134,34,14,28,2,8,11,6,3,328.795522,NA,Estimation
1257,1328773,NA,Student,Mr,11/18/2017,E5M 0C,82.1,236,110,22,14,28,2,19,0,5,4,320.0119464,NA,Holdout
1258,3024731,NA,NA,NA,1/14/2018,J1A 3L,69.8,194,101,9,24,48,2,4,0,15,29,668.6639879,NA,Holdout
1259,1850142,NA,NA,Mr,2/26/2018,E7B 0V,75.5,207,106,39,21,42,2,19,0,0,23,514.0689411,NA,Holdout
1260,2144569,N,NA,NA,12/11/2017,E5A 0R,43.8,277,162,38,20,40,2,37,1,0,2,535.6805076,NA,Estimation
1261,2183892,Y,Senior,NA,2/25/2018,N4X 2K1,61.5,189,103,42,46,25,0.543478261,20,0,5,0,252.3177744,1,Validation
1262,1497555,N,NA,Ms,2/16/2018,G0C 3L6,51.5,189,229,58,25,25,1,9,0,5,11,301.9865843,NA,Validation
1263,3251609,Y,NA,Mrs,2/24/2018,J3T 1W6,51.4,172,166,31,36,72,2,61,3,1,7,770.5012857,0,Estimation
1264,2581237,N,NA,Mr,1/15/2018,J5W 0S1,55.6,140,201,13,10,10,1,7,1,0,2,109.9470137,NA,Validation
1265,1474312,N,Student,Mrs,11/17/2017,G0T 0J4,61.7,47,211,65,16,32,2,22,0,10,0,343.4501177,NA,Estimation
1266,1206219,N,NA,NA,1/7/2018,A0E 1Y1,69.9,149,104,54,14,42,3,0,4,4,34,446.7865894,NA,Validation
1267,3147794,N,NA,Mr,12/5/2017,J5A 2L3,82.7,318,127,67,13,26,2,10,0,16,0,260.5047247,NA,Estimation
1268,1526241,NA,Senior,Mrs,2/19/2018,J0M 3W4,NA,195,NA,NA,30,30,1,27,0,0,3,335.669401,NA,Holdout
1269,1341950,NA,NA,Ms,2/7/2018,V9G 0S7,52.9,110,137,50,23,23,1,1,4,4,14,268.2908275,NA,Holdout
1270,1145447,NA,NA,NA,2/1/2018,G0R 0K,102.3,159,179,64,41,82,2,61,3,0,18,1002.847622,NA,Holdout
1271,2738742,N,NA,NA,3/1/2018,J8H 1H,89.9,102,200,70,27,27,1,1,9,1,16,361.3312452,NA,Estimation
1272,1328491,N,NA,NA,1/16/2018,E8B 3A,83.9,94,175,69,36,72,2,12,0,15,45,1000.372127,NA,Estimation
1273,1509374,N,NA,NA,12/26/2017,G0R 1H,104,265,154,14,20,20,1,8,3,2,7,201.1900683,NA,Validation
1274,3052829,NA,NA,Mrs,2/2/2018,E5B 1H,50.4,179,146,12,23,46,2,13,2,11,20,474.455382,NA,Holdout
1275,1793892,N,NA,Mr,11/23/2017,T1G 3A,111,247,103,0,18,54,3,7,8,0,39,588.991256,NA,Estimation
1276,2691137,NA,NA,Mr,2/6/2018,L6A 3A,94.5,156,144,8,32,64,2,45,11,8,0,744.0148785,NA,Holdout
1277,1129881,NA,NA,Mr,2/9/2018,E6L 2W,76.1,99,321,31,16,32,2,0,8,10,14,365.9103525,3,Holdout
1278,2787290,N,Senior,NA,12/31/2017,H7B 0V,82.5,158,306,72,23,46,2,7,1,0,38,477.853586,NA,Validation
1279,1133805,Y,NA,Dr,1/27/2018,E5J 0E,71.2,144,171,69,32,64,2,17,26,20,1,652.9392306,3,Estimation
1280,1230391,N,Senior,Mrs,11/10/2017,L7J 0W,67.8,134,255,36,14,28,2,19,0,9,0,376.5963398,NA,Validation
1281,1326860,NA,NA,Ms,2/1/2018,J2N 1S7,38.5,198,169,28,15,15,1,6,0,0,9,164.1549507,NA,Holdout
1282,2505144,N,NA,Mr,11/25/2017,N3Y 3P6,84.9,269,171,52,15,30,2,0,4,7,19,399.0948014,NA,Validation
1283,1497176,N,NA,Mr,2/7/2018,S9X 1X3,NA,203,NA,NA,23,69,3,0,18,31,20,826.9092153,NA,Estimation
1284,1936181,Y,NA,NA,1/17/2018,T1G 1Z9,111.8,58,173,10,36,72,2,48,7,17,0,871.3114982,3,Estimation
1285,2687140,Y,NA,Mr,2/20/2018,H7X 3H8,73.4,332,166,2,49,98,2,92,1,0,5,1277.31734,1,Validation
1286,1995381,N,Senior,NA,1/23/2018,J4V 0C8,67.8,282,159,26,21,21,1,0,1,9,11,275.5832479,NA,Estimation
1287,2657660,N,NA,NA,2/13/2018,T9M 1G6,73.6,368,94,21,27,54,2,31,1,16,6,548.4395846,NA,Estimation
1288,1810985,N,Student,Mr,1/26/2018,A1Y 2E4,92.9,183,164,21,26,52,2,2,8,23,19,581.1471483,NA,Validation
1289,1709535,NA,NA,Mrs,1/2/2018,V4V 3E8,99.5,344,105,34,29,87,3,13,5,10,59,882.7834373,NA,Holdout
1290,2886473,N,NA,NA,2/25/2018,H8R 2L,78.2,216,126,22,12,24,2,1,6,4,13,318.5008648,NA,Validation
1291,2698501,N,Senior,Mr,1/22/2018,T4X 1T,92.3,173,126,4,19,38,2,25,10,1,2,444.435083,NA,Validation
1292,2999145,N,Senior,Mrs,11/26/2017,K1E 2Y,69.5,141,195,40,8,16,2,6,1,0,9,202.1699895,NA,Estimation
1293,1580459,N,Senior,NA,3/1/2018,G4W 0G,80,97,249,2,12,12,1,6,1,4,1,167.7803211,NA,Validation
1294,2656149,N,NA,Mrs,2/16/2018,L4P 1W,93.7,272,185,61,15,30,2,7,0,22,1,311.879773,NA,Estimation
1295,3092109,N,NA,Mr,1/18/2018,J5A 0H,142.8,290,132,17,23,23,1,0,15,8,0,249.7533976,NA,Estimation
1296,3192986,NA,NA,Mr,1/7/2018,L9T 2J,68.9,280,138,54,23,69,3,12,17,33,7,961.4015262,NA,Holdout
1297,2343392,Y,NA,NA,2/27/2018,J4V 2J,56.6,249,194,37,9,18,2,7,1,0,10,216.7711048,3,Estimation
1298,1717580,NA,NA,NA,2/25/2018,H9P 3P,78.9,220,138,17,31,62,2,0,4,6,52,687.9840853,NA,Holdout
1299,3324740,N,Student,NA,12/22/2017,R4K 0G,61.9,218,132,14,15,30,2,28,0,0,2,308.4643178,NA,Estimation
1300,1885624,N,NA,NA,2/15/2018,T1G 0E,82.7,339,105,45,27,54,2,2,4,14,34,544.0502225,NA,Estimation
1301,1342586,NA,NA,NA,1/23/2018,E8T 3S3,76.8,168,96,64,15,45,3,22,8,15,0,552.130844,NA,Holdout
1302,1571595,N,NA,NA,1/7/2018,J6N 0T0,96.3,152,182,74,26,52,2,16,4,28,4,648.1425989,NA,Estimation
1303,2544224,N,NA,Mrs,2/10/2018,A2H 0A1,50.8,228,150,31,15,15,1,4,2,2,7,204.0009257,NA,Estimation
1304,1340559,N,NA,Mrs,2/15/2018,G3Z 3W6,45.9,158,152,31,17,17,1,3,1,4,9,194.7718006,NA,Estimation
1305,2298471,NA,NA,NA,11/25/2017,H7M 3P8,101.4,110,143,46,16,48,3,3,3,4,38,525.1346622,NA,Holdout
1306,3251675,N,NA,NA,2/21/2018,E6J 1G9,74.5,137,184,45,13,39,3,1,0,16,22,501.7851303,NA,Validation
1307,1809291,N,NA,Ms,10/29/2017,P8N 0L7,51.6,235,191,29,9,18,2,5,3,8,2,241.9924537,NA,Estimation
1308,2327406,N,Senior,Mr,2/19/2018,N7G 3K3,48.5,333,103,58,16,16,1,2,0,3,11,197.1803966,NA,Validation
1309,1232124,N,NA,Dr,12/9/2017,J8A 0T8,59,309,143,32,19,19,1,5,0,2,12,264.422811,NA,Estimation
1310,1988399,NA,NA,NA,2/13/2018,K7G 1Y,81.8,122,121,47,15,30,2,9,0,0,21,404.7890821,NA,Holdout
1311,2895310,N,Senior,Mr,2/11/2018,G5H 3S,59.5,212,172,7,11,44,4,0,0,4,40,456.0595598,NA,Estimation
1312,1573995,NA,Senior,Mrs,1/8/2018,G5B 1H,96.8,342,215,42,25,50,2,18,20,5,7,654.2661226,NA,Holdout
1313,3151185,N,Student,Mr,2/20/2018,E7L 3L,74.9,298,218,39,17,17,1,3,11,3,0,212.421657,NA,Estimation
1314,1959636,N,NA,NA,12/4/2017,B2T 2W,73.9,266,98,54,14,28,2,6,2,2,18,329.2726214,NA,Estimation
1315,1919822,NA,NA,NA,2/19/2018,J2W 0H,69.7,214,146,68,12,24,2,13,4,5,2,282.7795615,NA,Holdout
1316,3234518,Y,NA,Mr,2/10/2018,G5T 2B,64,285,106,0,43,86,2,1,7,14,64,1200.593642,2,Estimation
1317,2212449,NA,NA,Mrs,2/15/2018,E7B 3X,66.6,276,201,62,24,24,1,0,1,3,20,315.5516394,NA,Holdout
1318,1237850,N,NA,NA,2/27/2018,V0L 3S,93.1,186,167,29,33,66,2,17,2,0,47,907.0675254,NA,Estimation
1319,2554003,N,NA,Ms,1/15/2018,B1B 1J,43.2,144,126,62,30,60,2,16,2,42,0,754.088891,NA,Validation
1320,2990738,N,NA,NA,2/8/2018,H0H 2B,91.7,179,225,86,22,44,2,36,4,4,0,527.5660976,NA,Estimation
1321,2155545,N,Senior,Mr,12/21/2017,B0V 2H9,63,99,101,70,17,34,2,22,5,3,4,442.5769298,NA,Estimation
1322,1320999,Y,NA,Mr,2/14/2018,J6R 3P0,84.7,261,195,57,34,34,1,2,6,12,14,405.1433802,3,Estimation
1323,3276692,N,NA,Mr,1/4/2018,L9N 0L2,68.8,192,120,63,13,39,3,4,0,0,35,528.6879962,NA,Estimation
1324,1358080,NA,NA,Ms,1/20/2018,B1K 1E1,43.1,36,249,35,18,54,3,0,3,16,35,726.9863081,NA,Holdout
1325,2949271,N,NA,Mr,2/16/2018,L3V 1R5,76.9,123,195,0,12,24,2,3,1,7,13,288.3419488,NA,Estimation
1326,3154290,NA,Senior,Mrs,1/7/2018,G0S 1C4,57.2,227,108,44,16,48,3,6,17,4,21,526.8812042,NA,Holdout
1327,3109787,N,Senior,Mrs,12/15/2017,T1L 2L5,92.5,271,147,4,16,48,3,11,3,6,28,549.6125858,NA,Estimation
1328,2200778,Y,NA,Ms,1/24/2018,T1P 0G1,53.4,226,182,48,13,39,3,4,6,15,14,410.3119747,1,Estimation
1329,2276245,N,NA,Mr,1/21/2018,V1R 2A4,34.2,120,164,26,14,42,3,18,0,24,0,528.5212166,NA,Estimation
1330,1513458,Y,Student,Mrs,2/16/2018,B1K 2R,52.9,147,196,80,38,76,2,23,2,9,42,909.2964643,3,Estimation
1331,2983513,N,Senior,Dr,2/10/2018,J0M 0C,58.6,414,115,12,19,19,1,9,3,5,2,253.6196508,NA,Validation
1332,1319659,N,Student,Mr,12/17/2017,J0E 1H,53.5,300,164,52,18,36,2,15,4,16,1,371.6815483,NA,Validation
1333,3227470,N,NA,Mr,11/22/2017,H7X 3L,65.2,222,149,6,19,19,1,10,1,4,4,214.9513188,NA,Estimation
1334,2460430,NA,Student,Mr,1/14/2018,M8V 2J,58.1,192,129,40,13,26,2,15,0,5,6,351.9320469,NA,Holdout
1335,3197169,N,NA,Ms,1/19/2018,E5M 3X,61.8,196,285,38,25,25,1,24,0,0,1,316.4862345,NA,Validation
1336,2746648,Y,NA,Ms,1/20/2018,E4T 0H,76.6,255,115,48,36,72,2,5,21,13,33,731.8593933,0,Estimation
1337,1974568,NA,NA,NA,2/25/2018,H3J 1L,46.7,184,152,23,15,15,1,2,2,8,3,181.6334627,NA,Holdout
1338,2296532,NA,NA,Mr,1/7/2018,G6G 0C,85.2,161,141,43,23,46,2,29,2,14,1,582.9008744,NA,Holdout
1339,1641655,NA,NA,Mr,11/27/2017,E2A 1T,69.9,180,171,81,18,54,3,29,0,8,17,639.1894801,NA,Holdout
1340,1194500,N,Senior,Dr,12/23/2017,E5T 3G,69.2,201,87,3,28,56,2,23,5,9,19,635.5827569,NA,Estimation
1341,2174562,N,NA,Mrs,1/15/2018,K9V 2C1,29.3,267,185,27,30,90,3,58,8,1,23,960.3922712,NA,Estimation
1342,2482628,N,NA,Mr,1/29/2018,B1G 3Z9,NA,46,NA,NA,40,80,2,22,4,47,7,1015.396519,NA,Estimation
1343,1496658,Y,NA,Mr,2/17/2018,T4L 0G4,58.9,336,153,51,24,48,2,43,2,0,3,497.5279289,4,Estimation
1344,2928858,N,NA,NA,11/23/2017,E4H 0Z5,86.9,212,190,74,19,57,3,0,13,44,0,577.008654,NA,Validation
1345,1350189,N,Student,Mr,12/13/2017,G6G 1L2,97.8,229,137,46,16,16,1,0,7,2,7,197.5210242,NA,Validation
1346,1747127,N,NA,NA,11/16/2017,E1J 2Y1,94.6,245,118,21,17,51,3,10,2,6,33,663.7412662,NA,Validation
1347,1465110,N,Senior,Ms,1/2/2018,R9A 2T9,47.7,154,216,32,24,48,2,16,6,0,26,613.1721185,NA,Validation
1348,2966841,N,NA,NA,1/2/2018,K2S 1Z3,54.1,121,114,32,21,42,2,18,4,1,19,576.0448299,NA,Validation
1349,1331893,NA,NA,NA,12/31/2017,T4V 0R3,68.2,129,188,65,10,20,2,0,0,11,9,230.226998,NA,Holdout
1350,2241037,NA,NA,Ms,12/26/2017,R5G 2J,48.8,239,131,45,19,19,1,3,2,0,14,215.6913057,NA,Holdout
1351,3112143,N,NA,NA,12/2/2017,J0X 2W,37.9,244,216,33,22,44,2,38,0,0,6,488.0283702,NA,Validation
1352,3234415,N,NA,NA,12/19/2017,E8A 3R,85.8,115,127,75,21,21,1,6,0,1,14,236.8171077,NA,Validation
1353,2045736,N,NA,Mrs,1/23/2018,K7G 0Y,71.4,193,156,2,16,16,1,9,7,0,0,166.2620148,NA,Validation
1354,1236886,NA,NA,NA,1/11/2018,G6L 3T,82.3,96,116,28,20,20,1,6,0,0,14,214.0561789,NA,Holdout
1355,1559208,N,Student,Ms,3/1/2018,B2E 1P,45.9,227,94,20,11,22,2,0,15,6,1,243.7660154,NA,Estimation
1356,1533140,NA,NA,NA,2/13/2018,R1A 1W,63.2,164,192,85,31,93,3,21,0,4,68,1108.319346,NA,Holdout
1357,2533445,Y,Senior,Mrs,2/26/2018,G5V 1H,46.6,143,199,33,23,46,2,18,8,1,19,482.5963014,5,Estimation
1358,2600282,N,NA,NA,12/21/2017,J8N 2W,53.4,219,172,67,21,63,3,0,27,0,36,805.3078447,NA,Validation
1359,2962029,N,Senior,Mr,12/17/2017,M4W 2R,74.6,279,240,42,26,78,3,39,8,18,13,1045.021802,NA,Estimation
1360,1440270,N,NA,Mrs,11/21/2017,J5R 0V,53.7,81,127,39,15,30,2,18,0,11,1,359.5360188,NA,Validation
1361,1952057,NA,NA,Mrs,1/26/2018,N3Y 0L3,50.1,164,153,24,21,42,2,31,3,7,1,586.0887269,NA,Holdout
1362,2935082,N,Senior,NA,12/16/2017,L7B 0K9,43.9,334,82,25,21,21,1,5,5,7,4,222.2124737,NA,Estimation
1363,1815229,N,Senior,NA,2/23/2018,E3E 3C8,41.3,239,108,40,15,30,2,19,0,0,11,337.7170758,NA,Validation
1364,1280095,NA,NA,Mrs,1/29/2018,M1B 2Y6,52.7,383,82,54,28,56,2,1,14,19,22,775.3647285,NA,Holdout
1365,3156286,NA,NA,Ms,2/18/2018,L7J 1W0,104.1,102,149,22,42,84,2,6,15,11,52,1078.879021,5,Holdout
1366,3261544,N,NA,Ms,2/16/2018,B2G 2Z3,56.9,210,237,27,18,18,1,0,2,1,15,218.5382862,NA,Estimation
1367,1969045,NA,Senior,Mrs,2/4/2018,T4X 2L5,47.7,136,139,65,26,78,3,51,1,12,14,1018.486181,NA,Holdout
1368,1498148,N,NA,Ms,12/8/2017,L9S 0V2,41.9,283,146,42,14,28,2,12,4,0,12,301.7355734,NA,Estimation
1369,2002236,N,Senior,Mr,1/22/2018,E8P 0P8,67,293,146,50,15,30,2,16,1,1,12,341.1432597,NA,Estimation
1370,2517485,N,NA,NA,12/9/2017,E7P 3V,62.1,232,119,35,12,12,1,7,1,0,4,123.4814165,NA,Estimation
1371,2325023,NA,Senior,NA,1/18/2018,E4X 3R,75,317,161,15,30,30,1,5,3,7,15,409.6133018,1,Holdout
1372,1351721,N,NA,Ms,2/14/2018,E8P 2J,64.3,267,226,57,9,18,2,10,1,7,0,186.2845253,NA,Estimation
1373,1896752,Y,NA,Mrs,12/6/2017,T7Z 0L,87.4,99,168,29,11,22,2,2,0,4,16,296.8062049,9,Validation
1374,2225509,N,NA,Mr,12/20/2017,J5A 1G,84.4,181,235,17,21,21,1,14,0,4,3,233.495539,NA,Validation
1375,1672882,NA,Student,NA,2/12/2018,E5P 2J,91.1,271,88,56,15,30,2,8,2,0,20,343.111973,NA,Holdout
1376,2556814,NA,Senior,Mr,1/12/2018,J8N 0S,74.9,38,157,5,10,10,1,2,1,0,7,106.7029745,NA,Holdout
1377,1538315,NA,NA,Ms,1/11/2018,E5M 0C,92.3,222,151,51,24,48,2,0,13,4,31,631.295293,2,Holdout
1378,2400118,N,NA,Mrs,2/11/2018,J1A 3L,68.5,169,245,38,11,11,1,2,0,4,5,113.3831083,NA,Validation
1379,1704604,N,NA,NA,12/3/2017,E7B 0V,88.7,170,193,51,21,42,2,0,3,3,36,446.9894812,NA,Estimation
1380,1486150,NA,NA,Mrs,1/20/2018,E5A 0R,66.8,122,162,47,10,10,1,1,0,4,5,104.516707,NA,Holdout
1381,1237423,N,NA,Mr,1/7/2018,N4X 2K1,56.4,225,118,71,19,38,2,9,2,6,21,399.5835151,NA,Estimation
1382,2424748,NA,NA,Mrs,2/13/2018,G0C 3L6,45.6,219,203,41,13,26,2,1,0,9,16,312.9606706,NA,Holdout
1383,1541011,N,NA,NA,2/19/2018,J3T 1W6,55.8,241,158,42,13,39,3,2,1,4,32,455.9045991,NA,Validation
1384,2377392,N,NA,NA,1/6/2018,J5W 0S1,55,226,124,27,10,20,2,11,9,0,0,239.0319983,NA,Validation
1385,3310043,N,NA,NA,2/20/2018,G0T 0J4,81.5,231,105,31,41,25,0.609756098,12,0,0,13,258.5334697,NA,Validation
1386,2329382,N,Student,NA,1/12/2018,A0E 1Y1,69,236,154,33,19,19,1,0,1,0,18,203.0453547,NA,Estimation
1387,2168311,NA,Student,NA,12/21/2017,J5A 2L3,57.4,154,125,57,11,22,2,6,1,5,10,286.3364086,NA,Holdout
1388,2015790,NA,NA,Mr,12/1/2017,J0M 3W4,52,271,70,59,21,42,2,25,0,0,17,472.2330754,NA,Holdout
1389,3201517,NA,Senior,Ms,1/1/2018,V9G 0S7,100.3,276,135,64,28,56,2,9,8,10,29,687.5570874,NA,Holdout
1390,1844785,N,NA,NA,2/23/2018,G0R 0K,65.3,205,150,64,23,46,2,0,0,46,0,473.4287702,NA,Validation
1391,1563310,N,NA,NA,1/30/2018,J8H 1H,45,180,154,51,16,32,2,18,6,1,7,397.0105123,NA,Estimation
1392,1443394,N,Student,NA,2/14/2018,E8B 3A,61.4,205,96,48,25,25,1,6,0,1,18,340.2266888,NA,Validation
1393,1666972,NA,NA,NA,12/13/2017,G0R 1H,71.9,267,97,37,23,46,2,1,3,9,33,623.8269247,NA,Holdout
